                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     177                                      781                  1.3300000000000001E+000                  2.0000000000000000E-002                  4.1652745068589285E+007                  4.8197881801509643E+006                  6.5051052325852725E+003                  2.8159105302855054E+000                  1.3211554900156151E+000                 -2.0129123483050577E+000                  6.9615660260523604E-001                  1.5542590317910993E-005                  2.8325863664468742E-001                  2.0919078658413473E-005                  5.0197322809205289E-003                  9.3663205470490511E-003                  2.0850244238750366E-003                  1.3300000000000001E+000                  0.0000000000000000E+000                  9.3024931498576835E-001                  1.1010793392885372E-004                  3.7291484884874154E-001                  3.8292913250980837E-003                  2.2254731622540960E-003                  1.2475176227545631E-002                  2.7730824837537979E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3178383346457556E+004                  1.1197250765810179E+007                  4.7231614275228806E+009                  2.7999082192084854E+000                  2.7999082192084845E+000                  6.5014242121876123E-043                  7.6253969618824774E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.3144606677765132E+015                               "r24.08.1"                               "gfortran"                                 "13.3.0"                   "aarch64-macos-25.3.1"                                 "CRMATH"                               "20250429"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.3300000000000001E+000                  1.2095393380061527E-001                  3.8138017822217005E+000                 -7.2040371405018035E+000                  4.4142210869816179E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.1706449964700565E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.3299999999986700E+000                  1.2095205082735853E-001                  3.8150469026771261E+000                 -7.1956056960445300E+000                  4.4239100435141774E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.3504683527962767E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.3299999999970076E+000                  1.2094974233198917E-001                  3.8168258413727534E+000                 -7.1842951439743850E+000                  4.4370183811533987E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.5972472223339961E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.3299999999945138E+000                  1.2094636854050027E-001                  3.8205350438374119E+000                 -7.1629607447970516E+000                  4.4621054270196314E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.0080600331395847E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.3299999999886953E+000                  1.2093887344919657E-001                  3.8248479570041445E+000                 -7.1424615028903151E+000                  4.4869762916737912E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.0567952907073893E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.3299999999857861E+000                  1.2093529854592772E-001                  3.8278619134054059E+000                 -7.1296977802977679E+000                  4.5027997742441723E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.0883232609749132E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.3299999999828767E+000                  1.2093182709410791E-001                  3.8310290630720600E+000                 -7.1176500931019202E+000                  4.5180674192351065E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.1189450954436606E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.3299999999799672E+000                  1.2092845053989641E-001                  3.8343593752343827E+000                 -7.1062918456452122E+000                  4.5328169586601534E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.1486033043822043E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.3299999999770580E+000                  1.2092516107331458E-001                  3.8398607213330123E+000                 -7.0896950796934011E+000                  4.5550285281583767E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.1933596147267868E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  1.3299999999708236E+000                  1.2091837627342966E-001                  3.8483362957933007E+000                 -7.0698139445523998E+000                  4.5835968065502408E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.2492748174821275E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  1.3299999999645893E+000                  1.2091189476922318E-001                  3.8556013478471969E+000                 -7.0570438656616545E+000                  4.6038548284102365E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.2865648272706024E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  1.3299999999614718E+000                  1.2090874781681282E-001                  3.8608032894992550E+000                 -7.0494328859037614E+000                  4.6168539189489985E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.3093170721788173E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      13                  1.3299999999583547E+000                  1.2090565546743956E-001                  3.8693001817403672E+000                 -7.0394922614716444E+000                  4.6356514409804062E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.3396406791956378E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      14                  1.3299999999521206E+000                  1.2089961053249135E-001                  3.8810697109998635E+000                 -7.0319303720301578E+000                  4.6556266587256685E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.3631775422443873E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      15                  1.3299999999479644E+000                  1.2089565000081101E-001                  3.8893949682711688E+000                 -7.0292747826936575E+000                  4.6671855721608821E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.3715409897713609E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      16                  1.3299999999458860E+000                  1.2089368176649508E-001                  3.8954486706553579E+000                 -7.0282864065176573E+000                  4.6747241985660084E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.3746668452133291E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      17                  1.3299999999438079E+000                  1.2089171797976228E-001                  3.9020735354799041E+000                 -7.0281300030512552E+000                  4.6821343295040938E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.3751621420405458E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      18                  1.3299999999417298E+000                  1.2088975487350062E-001                  3.9091938764168597E+000                 -7.0287532941459698E+000                  4.6894202742232691E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.3731893714634401E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      19                  1.3299999999396515E+000                  1.2088778892112603E-001                  3.9202037220923205E+000                 -7.0305461958820814E+000                  4.7001251999424474E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.3675304483813069E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      20                  1.3299999999354952E+000                  1.2088384067005564E-001                  3.9305641346147411E+000                 -7.0322060965643525E+000                  4.7105729704594337E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.3623121104198708E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      21                  1.3299999999334173E+000                  1.2088185894426301E-001                  3.9369497739363353E+000                 -7.0330353650510666E+000                  4.7174012028052266E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.3597125499061645E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      22                  1.3299999999313392E+000                  1.2087987340362183E-001                  3.9428189750018050E+000                 -7.0334965812195236E+000                  4.7241238593721988E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.3582688938986371E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      23                  1.3299999999292609E+000                  1.2087788572595998E-001                  3.9482027655734471E+000                 -7.0335988653363533E+000                  4.7307441572381563E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.3579489414004693E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      24                  1.3299999999271828E+000                  1.2087589755280652E-001                  3.9531507678551185E+000                 -7.0333765086422533E+000                  4.7372651685460099E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.3586445862607147E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      25                  1.3299999999251046E+000                  1.2087391037004527E-001                  3.9577150648064667E+000                 -7.0328703814550728E+000                  4.7436898290860219E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.3602293388138533E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      26                  1.3299999999230265E+000                  1.2087192547456690E-001                  3.9640403859768600E+000                 -7.0317949523266803E+000                  4.7531522273863853E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.3636027928737741E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      27                  1.3299999999188705E+000                  1.2086796542040151E-001                  3.9695656707442804E+000                 -7.0300378393920075E+000                  4.7624131818871662E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.3691325971360804E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      28                  1.3299999999167920E+000                  1.2086599334772739E-001                  3.9730149714386269E+000                 -7.0287482376479584E+000                  4.7684793371629359E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.3732053643261855E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      29                  1.3299999999147141E+000                  1.2086402709552706E-001                  3.9778766997957349E+000                 -7.0266627143248677E+000                  4.7774227589839500E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.3798174365492205E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      30                  1.3299999999105578E+000                  1.2086011335063317E-001                  3.9836880431111239E+000                 -7.0234060751967959E+000                  4.7890682634417514E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.3902062281881474E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      31                  1.3299999999064016E+000                  1.2085622873930627E-001                  3.9889465607166263E+000                 -7.0198434408140242E+000                  4.8004100345002767E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.4016607774073910E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      32                  1.3299999999022456E+000                  1.2085237576117130E-001                  3.9937478456680608E+000                 -7.0160525739765269E+000                  4.8114635208465959E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.4139528134455938E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      33                  1.3299999998980894E+000                  1.2084855616731408E-001                  3.9981648395655021E+000                 -7.0120914271863013E+000                  4.8222430213706309E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.4269121896730613E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      34                  1.3299999998939331E+000                  1.2084477115369677E-001                  4.0022543261459402E+000                 -7.0080038348000437E+000                  4.8327617965502023E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.4404098040787947E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      35                  1.3299999998897771E+000                  1.2084102150003438E-001                  4.0079519539471278E+000                 -7.0018476684615427E+000                  4.8480776854928198E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.4609794117208636E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      36                  1.3299999998814644E+000                  1.2083362746164736E-001                  4.0146396327846556E+000                 -6.9932513328284749E+000                  4.8676945560902389E+000                  6.9999999867437313E-001                  2.8000000132562697E-001                  1.9999999999999907E-002                  1.4901948285558343E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
